text|source|page|chunk_id
"upon strong, reliable health systems.  That is, getting shots in people’s 
arms requires complete end-to-end solutions at the country level, backed 
by investments—from early R&D; scaling-up manufacturing; securing deals; 
consistent policy guidance; and setting up operational, logistical, regulatory, 
and legal frameworks further along the value chain. This applies not just 
to the vaccines themselves but also ancillary supplies, such as cold chain 
and safe injection equipment, international freight and logistics as well as 
in-country delivery requirements, including personal protective equipment 
for healthcare workers.11
Many countries that lacked this infrastructure strained to get doses 
to the people who needed them. To be sure, the challenge was less 
pronounced—though still serious—in many countries where organisations 
like Gavi and WHO had already provided significant resources over many 
years to help strengthen health systems (particularly primary health care),"|data_input/OrfPathHealth/EnsuringEquitableSupplyOfVaccines.pdf|3|2067070d62214af186e8acbe3592ef65
"22Accelerating Global Health: Pathways to Health Equity for the G20
23build cold chains that facilitated the widespread delivery of vaccines, and 
establish relations with all the many stakeholders who make immunisation 
programmes work. 
At Gavi, which has supported the improvement of lower-income countries’ 
routine immunisation programmes since 2000, the concern was that 
those efforts to vaccinate mostly children would flag significantly under 
the extra burden of delivering COVID-19 vaccines to other populations. It 
was unexpected, therefore, when many showed relatively little decline in 
routine immunisation. To be sure, their systems were pushed to the limit. 
Vaccinators, doctors and nurses were burned out. However, considering that 
while responding to the pandemic and having to deliver three times the 
number of vaccines compared with previous years, immunisation in Gavi-
implementing countries suffered declines of only 4 percent in 2020 and 
1 percent in 2021 and a near return to pre-COVID levels by the end of 
2022—there was a lot more resilience than expected.12 
Those many years of health system strengthening investments apparently 
paid off. But these countries will need more, especially when it comes to 
building out primary healthcare services, cold chain, vaccine track-and-
trace, human resources and data monitoring systems13 that reach all their 
citizens, especially those with the least access to healthcare."|data_input/OrfPathHealth/EnsuringEquitableSupplyOfVaccines.pdf|4|ce903a70fac544b9beac7468f519c9eb
"trace, human resources and data monitoring systems13 that reach all their 
citizens, especially those with the least access to healthcare. 
One step in that direction, for example, is the COVID-19 vaccine Delivery 
Support (CDS) which was time-sensitive funding based on country’s 
requirements across various areas, including service delivery, data and 
monitoring, and supply chain systems that Gavi helped put in place 
to deal with funding gaps for delivery and improve countries’ capacity 
to rapidly scale up COVID-19 vaccinations. In addition to that goal, in 
many countries the programme has also contributed to health system 
strengthening, including upscaled cold chain infrastructure, digitisation of 
health data, improved outreach capabilities, combined COVID-19 and routine 
immunisation deliveries, and expanded vaccine supply chain capacity. 
Somalia, for example, where targeted CDS investment saw the digitisation 
of its health systems, strengthening of the country’s cold chain capacity, 
and the training of health workers at the front of community engagement 
and support of risk communications for both COVID-19 vaccination and"|data_input/OrfPathHealth/EnsuringEquitableSupplyOfVaccines.pdf|4|54286a988fb7490d9a86d8da96b43249
"23The Lessons of COVAXroutine immunisation helped increase primary COVID-19 vaccine coverage 
from 5 percent at the beginning of 2022 to 41 percent by the end of the 
year.14 Gavi invested approximately US$1.3 billion in health systems in 
Gavi-implementing countries from 2021 to 2022.15
Moreover, it must be ensured that every country puts in place regulatory 
readiness, harmonisation, and policy development for pandemic preparedness. 
They must build access for the most vulnerable people—especially those 
who are chronically hard to reach—into the pandemic architecture. This 
should acknowledge that, despite best efforts, there will be disparities in 
countries’ readiness levels, infrastructure, and capacity in the event of 
another pandemic.16 The global community cannot shirk from the challenge 
of closing those gaps, as much as possible.   
Third, it is important to lower barriers to the equitable supply of vaccines—
such as vaccine nationalism, hoarding, and export bans.  The very idea of 
the COVAX Facility emerged from a desire to prevent a replay of what took 
place in 2009 during the H1N1 pandemic when better-resourced countries 
dominated nearly all the global supply of vaccines.17 Countries with little 
financial resources and without their own vaccine production capacity were 
left largely empty-handed.18 
To solve that problem, COVAX sought to pool demand for COVID-19 vaccines 
from lower-income economies as well as from wealthier nations. With"|data_input/OrfPathHealth/EnsuringEquitableSupplyOfVaccines.pdf|5|89bc1967110149bbbeeab91bd2716113
"To solve that problem, COVAX sought to pool demand for COVID-19 vaccines 
from lower-income economies as well as from wealthier nations. With 
pooled demand and funding, COVAX would ideally be in a better position 
to make large-scale investments. It could build a diverse portfolio of what 
was eventually 11 vaccine-candidates across four technology platforms (10 of 
which received regulatory approval for use). This was the largest portfolio 
secured by any buyer, making more than 4 billion doses available to 191 
countries that were part of COVAX.19 
In other words, COVAX would be able to compete with better-resourced 
countries for what would surely be a finite supply of vaccine doses. Dose 
domination by relatively few countries would not follow the pattern of the 
H1N1 vaccine."|data_input/OrfPathHealth/EnsuringEquitableSupplyOfVaccines.pdf|5|81a04b1247ef4f6586112345ee3284c6
"24Accelerating Global Health: Pathways to Health Equity for the G20
25The experience during COVID-19 and previous pandemics cries out for 
increased and geographically diversified vaccine manufacturing, particularly 
across the African continent. Africa has an eighth of the world’s population 
but only about 0.1 percent of the vaccine manufacturing capacity.20 There is 
much work that must and can be done to help those regions establish this 
essential infrastructure, not just for emergencies but for the production of 
routine vaccines during non-crisis times. To help regional production take 
root and grow, there must be support for technology transfer as well as 
demand-side financing to promote a sustainable diversified manufacturing 
base.21 
With this goal in mind, Gavi and the African Union Commission entered 
into a Memorandum of Understanding in May 2023 (with the cooperation 
of the Africa Center for Disease Control)22 to work together to stimulate, 
among other health advances, sustainable regional vaccine manufacturing in 
the continent. The endeavour includes 10 commitments to increase political, 
financial, and technical investments in immunisation programmes.23 
Another one of the biggest lessons was that critical to an effective global 
response is putting models in place that can ensure, long before the 
occurrence of a pandemic, that lower-income countries receive volumes of 
vaccine doses at the same time and in the same levels that high-income"|data_input/OrfPathHealth/EnsuringEquitableSupplyOfVaccines.pdf|6|b6c2a98b763a48c2aae8cda39b29ffaa
"occurrence of a pandemic, that lower-income countries receive volumes of 
vaccine doses at the same time and in the same levels that high-income 
countries do to stop the spread of variants. This will require increased 
standards for manufacturers’ transparency about their order books so 
that it is possible to determine—and correct— the supply inequities among 
countries. This will also require that contingent financing continues to be 
readily available to allow response to unexpected trends in the trajectory 
of the pandemic. Discussions on the use of available COVAX AMC funding 
is currently ongoing, with consideration on using part of the available PVP 
funding channelled to the procurement of new products, including variant-
containing vaccine boosters, based on country requirements. 
Discussions also focus on the implementation of the 2024–25 COVID-19 
programme approved by the Gavi board in June 2023.24 Equally important 
considerations include using these funds to prepare for other health 
emergencies, catching up from the effects of the pandemic, accelerating 
diversified manufacturing—all of which will be discussed further at the 
December board meeting of Gavi."|data_input/OrfPathHealth/EnsuringEquitableSupplyOfVaccines.pdf|6|3692203dde53471fb79f6b9dd7bf58aa
"25The Lessons of COVAXThe global community is relieved to have moved past the worst of the 
biggest and most devastating global health crisis in more than a century. 
However, such sense of relief—and perhaps the understandable weariness 
after three years of searing crisis—must not turn into complacency or 
neglect. The future depends on learning from what the world lived through 
and to make the big, smart changes that are required.  
Aurélia Nguyen  is the chief programme strategy officer at Gavi, the Vaccine Alliance. 
She served as managing director of the Office of the COVAX Facility for the first two and 
a half years of the pandemic and, previously, as Gavi’s managing director for vaccines 
and sustainability."|data_input/OrfPathHealth/EnsuringEquitableSupplyOfVaccines.pdf|7|347f88a5870b41f185abcb1de7d74b12
"13Among the most important lessons the world should learn from 
the COVID-19 pandemic is that being prepared—being ready to act 
urgently with the right technology, know-how and resources—can give the 
world a crucial head start in tackling a newly-emerging infectious disease 
outbreak.
With COVID-19, many countries and regions of the world were seriously 
deficient on many important epidemic and pandemic preparedness measures, 
putting them way behind the line. However, in one key aspect of the race 
against the novel viral threat—vaccine development—the world had put 
itself a few critical steps ahead by the time the SARS-CoV-2 coronavirus 
emerged in 2020.
This was in large part a result of many years of studying other similar 
viruses, whereby scientists had the chance to develop and hone techniques 
to facilitate new vaccine designs. Research initially on respiratory syncytial 
virus (RSV)—a virus first identified in 1956 that can cause respiratory 
tract infections—and subsequently on the SARS coronavirus that emerged 
in China in 2003, then on the MERS coronavirus that was first reported a 
12Richard Hatchett and Kate KellandA Global Vaccine 
Library:  
Giving Humanity a Head Start Against 
Pandemic Threats"|data_input/OrfPathHealth/GlobalVaccineLibrary.pdf|0|abf14dd14f25491dbf10495484afc8aa
"13A Global Vaccine Librarydecade later in Saudi Arabia, meant scientists had well-developed insights 
into these types of viruses and knew how to go about designing effective 
vaccines against them. 
Those decades of work allowed scientists to understand, for example, the 
importance of the spike protein of the coronavirus for the production of 
neutralising antibodies. They had also developed and refined techniques 
for manipulating the spike protein to make it more visible to the immune 
system and therefore more able to illicit a potent immune response.
In early 2020 when the novel coronavirus SARS-CoV-2 emerged, drug 
developers were able to create new candidate vaccines at record speed.   
They pulled off the shelf previous research, data and knowledge on RSV, 
SARS and MERS virology, vaccinology and immunology, and tweaked it to 
figure out how to best tackle the novel threat. Therefore, despite never 
before having seen the COVID-19-causing virus, they were not reinventing 
the wheel in developing COVID-19 vaccines. Humanity had a head start.
Consider also the case of Mpox. Formerly known as monkeypox, Mpox 
is a contagious disease caused by a virus from a family called the 
orthopoxviruses—a viral family that also counts smallpox, cowpox and 
many other pox viruses among its members. When Mpox began to spread 
in 2022 in a far larger outbreak that reached more geographies, humanity 
had again put itself a few critical steps ahead. It was in the late 1800s"|data_input/OrfPathHealth/GlobalVaccineLibrary.pdf|1|eac4fb2d0ec3485093755074f08e0cb4
"in 2022 in a far larger outbreak that reached more geographies, humanity 
had again put itself a few critical steps ahead. It was in the late 1800s 
when vaccines against the highly deadly smallpox were developed, before 
being refined and ultimately deployed to greatest effect in the 1970s and 
1980s when smallpox became the first—and so far only—human disease 
to be eradicated. After this success, however, many governments remained 
highly concerned about the potential for the smallpox virus to be used one 
day as a weapon of bioterrorism. This led national and international health 
security bodies to decide to maintain stockpiles of smallpox vaccines. 
Fortunately, those smallpox vaccines also offer broad protection against 
other viruses in the orthopoxvirus family, including Mpox. When  Mpox case 
numbers ballooned into an epidemic of international emergency proportions 
in 2022, the bank of knowledge, data and vaccines that could help public 
health authorities curb the outbreak was significant. Again, humanity had 
a head start."|data_input/OrfPathHealth/GlobalVaccineLibrary.pdf|1|ac169d2f7ba94e499cac064424d51111
"14Accelerating Global Health: Pathways to Health Equity for the G20
15What if humanity could get itself a similar head start against any viral 
threat—known or unknown, novel or re-emerging? What if we could get 
ahead of any infectious pathogen with the potential to cause a serious 
and deadly epidemic?  Doing that would give us a far better chance of 
winning the containment race against an emerging virus and of controlling 
a nascent pandemic before it is able to spread across the world.
A Proposed ‘One World Vaccine Library’
At the Coalition for Epidemic Preparedness Innovations (CEPI), of which 
the authors of this essay are part, we have a concept for how the world 
could do just this—by creating and stocking a library of knowledge, data 
and prototype vaccines against every one of the viral families we already 
know have the potential to cause human disease outbreaks. CEPI calls this 
the ‘One World Vaccine Library’—a vaccine library for the whole world that 
will help the global community achieve greater health security by being 
better prepared to beat the next pandemic threat, wherever it emerges, and 
whatever form it takes.
Vaccines are among the most potent tools against pandemic threats and 
will be critical to any future response to dangerous and deadly outbreaks 
of infectious disease. The faster an effective vaccine can be developed and 
deployed, the faster it can be used to mitigate and potentially contain an"|data_input/OrfPathHealth/GlobalVaccineLibrary.pdf|2|45c5d935196b4e8ab17e7b96fcbf2818
"deployed, the faster it can be used to mitigate and potentially contain an 
incipient pandemic. This is why we need to work on getting those head 
starts against as many as possible of our potential opponents.
Getting ahead of any potential viral threat, known or unknown, can at first 
sound like an impossible task.  There are between 250 and 300 viruses 
from around 25 viral families that are already known to have the ability 
to infect people, and the world’s scientists cannot create new vaccines 
against every one of them, just on a chance that they might one day pose 
a deadly threat.  
Yet the beauty of a One World Vaccine Library is that we do not need to.  
As those several hundred viruses all come from just 25 families, scientists 
can take a viral-family-based prototype vaccine approach to preparing 
the world’s defences against them. They can gather knowledge, scientific"|data_input/OrfPathHealth/GlobalVaccineLibrary.pdf|2|d44f7d2a0db640ff9c3ff89ee5b3668c
"15A Global Vaccine Libraryinsights and research data on a selection of representative viruses from 
each family and create vaccines that target their most common threatening 
features. That way, the world will have a bank of detailed fundamental 
knowledge about the threats posed by these virus families.
As things currently stand, scientists have already made meaningful 
progress—proven safe and effective vaccines are available against scores of 
viruses that come from and represent at least 15 of the 25 virus families. 
For the One World Vaccine Library to be able to help the world respond 
at speed to a newly emerging threat, however, those vaccines will need to 
be transferred onto so-called rapid response platforms—technologies like 
mRNA platforms or viral vector platforms that can be rapidly scaled up to 
allow for hundreds of millions of doses to be produced within months if 
needed.
Beyond that, the library will need to be stocked with data and research and 
potential vaccine candidates against viruses that represent all the remaining 
families, and its sections on the most threatening virus families must be 
filled with as much preparatory work as possible. That way, new vaccine 
development will be faster and more efficient, saving precious time, and 
potentially lives, that would otherwise be at risk if new vaccines had to be 
started from scratch each time a pandemic threat looms.
Take the paramyxoviruses, for example. The paramyxovirus family includes"|data_input/OrfPathHealth/GlobalVaccineLibrary.pdf|3|ec6c0366c902440a8d382c1a5bfe0978
"started from scratch each time a pandemic threat looms.
Take the paramyxoviruses, for example. The paramyxovirus family includes 
a number of well-known human disease threats, including measles and 
mumps, as well as several less well-known ones, such as Hendra and 
Nipah. 
If the aim is to make similarly fast—indeed, ideally, faster—progress 
against a future emerging novel paramyxovirus threat as was made in 2020 
with the novel coronavirus, the One World Vaccine Library’s paramyxovirus 
section should be stocked with as much research, data and technical 
knowledge about how to design and make effective vaccines against the 
known and closely related viruses in that family. 
In other words, the library will collate scientific knowledge and prototype 
rapid-response vaccine candidates for measles, mumps, Nipah, Hendra and"|data_input/OrfPathHealth/GlobalVaccineLibrary.pdf|3|b0476594560848e5a8e36df2397bc0ea
"16Accelerating Global Health: Pathways to Health Equity for the G20
17other known paramyxoviruses. If and when a novel paramyxovirus emerges 
and begins to infect people in a fast-spreading outbreak, the library can 
be accessed for knowledge that can help rapidly create vaccines or other 
medical countermeasures to prevent that spread as much and as soon as 
possible.
An Ambitious Yet Achievable Global Endeavour
Building a One World Vaccine Library and stocking it to its fullest possible 
capacity is a substantial task and will require sustained investment of time, 
effort and money. Such a Library, however, will mean the fruits of human 
ingenuity—the benefits of scientific progress—can potentially be made 
available to all, whenever and wherever they are needed.   It will mean that 
when the next viral pandemic threat emerges—whether it is a known virus 
or a novel one—humanity will have the knowledge and the technology to 
develop vaccines and other medical defences far more swiftly than it has 
ever done before. 
Researchers assessing a new outbreak and the virus causing it, wherever 
and whenever it occurs, will be able within days and weeks to sequence 
its genome, match it against related viruses and select prototype vaccines 
from the library to develop and deploy new vaccines against the epidemic 
or pandemic threat.
CEPI’s current work includes prioritising the development and stocking 
of sections of the One World Vaccine Library for the virus families that"|data_input/OrfPathHealth/GlobalVaccineLibrary.pdf|4|752aaba01d014b229677ddfa9be7e095
"CEPI’s current work includes prioritising the development and stocking 
of sections of the One World Vaccine Library for the virus families that 
pose the greatest and most urgent threats to global health security. CEPI 
is engaging virus experts to systematically rank each family to assess 
its potential to spawn the next Disease X. For each family selected, 
the aim is to create vaccine candidates for at least one and potentially 
several different viruses, depending on the family’s complexity and genetic 
diversity. Vaccines in the library will be taken through preclinical and 
early-stage clinical testing to build vital knowledge about the safety and 
immunogenicity of both the platform and the antigens they target. The 
larger goal is to establish clinical proof of concept for the lead candidates 
in multiple families over the next five years."|data_input/OrfPathHealth/GlobalVaccineLibrary.pdf|4|2b40e9b8f0d24ea9bf8b24f342c9a7d1
"17A Global Vaccine LibraryThe ‘100 Days Mission’ and the Need for Speed
Creating and stocking a One World Vaccine Library is a critical enabler of 
CEPI’s 100 Days Mission, embraced by the G7 and the G20, to compress 
the development timeline for new vaccines against emerging disease threats 
to 100 days. Coupled with improved surveillance providing earlier detection 
and warning of potential viral disease threats, and with swift and effective 
use of non-pharmaceutical interventions such as testing, contact tracing 
and social distancing to suppress disease transmission, delivering an 
effective new vaccine within 100 days would give the world a real chance 
to extinguish the existential threat posed by a future Disease X pandemic 
virus. 
The head starts in these viral races—and there are sure to be ever more 
frequent ones in this era of novel epidemic threats—will come from having 
a One World Vaccine Library that is comprehensive and extensive and, 
crucially, immediately accessible to all nations and regions whenever they 
need it. As the bank of knowledge builds up in the library, so too, does 
the potential for scientists to significantly accelerate vaccine development 
against a wide and growing range of virus families over time.
Like the 100 Days Mission, the ambition of creating a One World Vaccine 
Library is a bold one. It is also an essentially equitable one that seeks 
to help people across the world bolster their defences against the ever-"|data_input/OrfPathHealth/GlobalVaccineLibrary.pdf|5|866dcc7ae951407e81247418bfc9ded3
"Library is a bold one. It is also an essentially equitable one that seeks 
to help people across the world bolster their defences against the ever-
increasing risk of viral infectious diseases. 
Building and stocking the library will take the combined resources, will, 
and ingenuity of the world’s best scientific minds, political leaders and 
health security experts. In return, the library’s evolving knowledge and 
increasingly sophisticated contents will be a living gift from generation 
to generation: the prospect of a future free from the deadly threat of 
pandemics.
Dr. Richard Hatchett  is Chief Executive Officer of the Coalition for Epidemic 
Preparedness Innovations (CEPI).
Kate Kelland  is CEPI’s Chief Scientific Writer."|data_input/OrfPathHealth/GlobalVaccineLibrary.pdf|5|a6893ff6377a470b8c4d24061e062736
"161
160161Investing in the Public 
Health Workforce: 
Reflections for the G20 
      Wenzhen Zuo, Huan Xu, Lizzie Tecson, Bettina Borisch, Sadaf Lynnes,
Laura Magaña, Priscilla Robinson, Duncan Selbie, and Jim Campbell
Public health workers are the backbone of the public health system 
and a determining factor in the capacity for emergency preparedness 
and response. The COVID-19 pandemic tested and exposed the weaknesses 
in core public health capacities around the world,1,2 which are often the 
result of decades of underfunding and lack of political commitment to 
public health.3,4 Alongside the number of confirmed deaths from COVID-19, 
there was increased mortality and morbidity due to the severe disruptions 
in essential health services, including preventive care such as routine 
immunisation.5,6 The inadequate preparedness of many health systems to 
respond to disease outbreaks partly explains these outcomes.7 However, the 
limited availability of the health workforce was the critical bottleneck.8,9 
This was largely due to longstanding workforce shortages that were 
exacerbated by COVID-19 infections and deaths among health workers; the 
burden placed upon them, which resulted in mental health issues, including 
burnout; and poor working conditions.10,11 
The world is also burdened with other public health emergencies, 
including protracted conflicts and a global increase in climate-related and"|data_input/OrfPathHealth/InvestingInPublicHealthWorkforce.pdf|0|11488b72ecf34335b62473afa88f1450
"The world is also burdened with other public health emergencies, 
including protracted conflicts and a global increase in climate-related and 
humanitarian disasters. These have collectively contributed to a public health 
crisis, with reversals in life expectancy and Sustainable Development Goals"|data_input/OrfPathHealth/InvestingInPublicHealthWorkforce.pdf|0|b82e440ece464069a77bf88f9e5ada99
"161Investing in the Public Health Workforce
161targets.12,13 These reversals and the increasing likelihood of multi-hazards 
and future emergencies stress the imperative for strengthening national 
health systems through investment in the 12 Essential Public Health 
Functiona (EPHF) through an all-hazards emergency risk management 
approach.14 Strengthening the quantity and quality of the national public 
health workforce capacity to deliver these EPHFs is essential15 and requires 
political leadership as well as global investment
There was the emergence of a global consensus to strengthen public health 
during the pandemic, as evident in the political and technical consensus 
within the G7 and G20 intergovernmental processes from 2021 to 2023.16 
This contributed to an iterative process coordinated by the World Health 
Organization (WHO) along with a global partnership of associations, 
institutions, and schools of public health (as represented by their national, 
regional, and global bodies)b to jointly develop and endorse a WHO Roadmap 
to strengthen national public health and emergency workforces.17
The G20’s and G7’s Role in Strengthening Public Health 
and Emergency Workforces
Both the G20 and the G7 processes have historically incorporated public 
health within their intergovernmental deliberations, aiming to address 
pressing global health challenges and foster international cooperation 
amongst member and partner countries. This was reinforced during the"|data_input/OrfPathHealth/InvestingInPublicHealthWorkforce.pdf|1|62d9f40cfb654006a0859c0ef5ed39ee
"pressing global health challenges and foster international cooperation 
amongst member and partner countries. This was reinforced during the 
COVID-19 pandemic, where both the G20 and the G7 platforms tabled 
agenda items on public health for consideration in the Health Ministers 
and Heads of State meetings.
a The EPHFs are a set of interconnected activities both within and beyond the health sector 
that are required to ensure effective public health action to prevent disease and promote and 
protect health and well-being.
b Including the World Federation of Public Health Associations (WFPHA), International 
Association of National Public Health Institutions (IANPHI) and Global Network Academic 
Schools of Public Health (GNASPH)."|data_input/OrfPathHealth/InvestingInPublicHealthWorkforce.pdf|1|1be624b611cc491db7d1687100ae5d34
"162Accelerating Global Health: Pathways to Health Equity for the G20
163G20 and G7 Deliberations on Public Health (2021–2023)
G20 Italy, 2021
In May 2021, the G20 and invited leaders, heads of international and 
regional organisations, and representatives of global health bodies gathered 
in Rome for the Global Health Summit that culminated in the Rome 
Declaration.18 This political declaration recognised the impacts of the 
pandemic, the reversal of public health gains, and the sacrifices from 
the health and care workforce. The Rome Declaration set out a global 
consensus which subsequently informed the G20 Italia Declaration of 
Health Ministers in September 2021,19 where investment in health systems 
and public health workforce strengthening was identified as a prerequisite 
for countries to improve future pandemic preparedness and response. The 
declaration affirmed the role of political consensus in strengthening the 
health workforce. It highlighted the need to protect workers and invest 
in their education, employment, and retention, including to strengthen 
multidisciplinary teams to better respond to future emergencies and deliver 
the essential functions in “health care system and preventive care”.20
G7 United Kingdom, 2021
In June 2021, the Carbis Bay Health Declaration21 was signed at the G7 
Summit in Cornwall, United Kingdom. The primary objective of the G7 
Summit 2021 was to bring the world’s leading democracies together to fight"|data_input/OrfPathHealth/InvestingInPublicHealthWorkforce.pdf|2|17c2b5995f3d4131bd1c7f8cd1aea347
"Summit in Cornwall, United Kingdom. The primary objective of the G7 
Summit 2021 was to bring the world’s leading democracies together to fight 
COVID-19 and build a greener, more prosperous future. The G7 summit 
recognised the contributions and commitment of health and care workers 
and highlighted the importance of maintaining a health workforce that 
can adapt to changing circumstances. Training, supporting, and protecting 
health and care workers were important aspects of the discussion. 
G7 Germany, 2022
Germany’s presidency of the G7 built upon Italy’s legacy on essential public 
health functions by diving deeper into pandemic preparedness and response. 
On 19 May 2022, the G7 ministers met in Berlin and launched the G7 Pact 
for Pandemic Readiness,22,23 which focuses on strengthening collaborative 
surveillance in low- and lower-middle income countries (LMICs) and"|data_input/OrfPathHealth/InvestingInPublicHealthWorkforce.pdf|2|680110c39c674b5695eef6dc5c29a063
"163Investing in the Public Health Workforcepredictable rapid “regional and global surge readiness groups”.24 This focus 
on pandemic preparedness and response demonstrated alignment with 
similar deliberations among WHO member states in Strengthening the Global 
Architecture for Health Emergency Preparedness and Response (HEPR).25 The 
HEPR structures a new global health architecture around health emergency 
governance,c systems, and financing, applying the principles of EPHFs at a 
global level.  Supporting the global health architecture, the G7’s Roadmap 
for Practical Cooperation to Advance the G7 Pact26 committed to help 100 
countries strengthen their International Health Regulation (IHR 2005) core 
capacities.d
G20 Indonesia, 2022
G20 in Indonesia continued to advance the global health architecture for 
emergency preparedness and response by launching the Pandemic Fund.27 
The fund aims to strengthen countries’ pandemic prevention, preparedness, 
and response (PPR) capacities by addressing capacity and capability gaps. 
The Pandemic Fund further aims to catalyse investment in critical health 
workforce capacities and in health systems to strengthen synergies between 
the health system and pandemic PPR capacity at country and local levels 
in core domains of the IHR 2005 and the World Organisation for Animal 
Health’s (WOAH) international standards. It is estimated that there is 
a need for US$10 billion per year of international funding to cover the"|data_input/OrfPathHealth/InvestingInPublicHealthWorkforce.pdf|3|5ffa8a052fda4a48832954cb28fccad6
"Health’s (WOAH) international standards. It is estimated that there is 
a need for US$10 billion per year of international funding to cover the 
catalytic funding for systemic preparedness required in LMICs.e 
c Under the governance part of HEPR, it contains the ongoing Intergovernmental Negotiating 
Body on new WHO convention, agreement, or other international instrument on PPR (WHO 
CA+) and International Health Regulation amendments.
d IHR core capacities: described in IHR 2005’s Annex 1, the core capacities for surveillance and 
responses require public health capacities ranging from the local community and primary 
public health level all up until the national public health leadership level. In the voluntary 
Joint External Evaluation tool to assess the IHR 2005 capacities, the highest scores for IHR 
capacities as human resources are given to countries who have a national multisectoral 
skilled and competent health personnel for sustainable and functional public health 
surveillance and response at all levels of the health system.
e Worth noting that the Pandemic Fund, as of May 2023, had received a pledge of just 10% of 
the annual amount needed from donors and foreign aid from the main G20 countries."|data_input/OrfPathHealth/InvestingInPublicHealthWorkforce.pdf|3|87486127dc55458db953d30ad3b03b4d
"164Accelerating Global Health: Pathways to Health Equity for the G20
165G7 Japan, 2023
The G7 in Japan further reaffirmed the prevailing health consensus to 
strengthen the national Public Health and Emergency Workforce in the 
G7 Global Plan for UHC Action Agenda.28 Action area 8 of the UHC Action 
Agenda specifically addresses UHC and health security by strengthening all 
EPHFs and to “support well-trained workforce to deliver the EPHF in line 
with WHO Roadmap”.29 The Action Agenda also advocates for investing, 
protecting, educating, and employing the entire health and care workforce 
while also recognising the importance of strengthening the public health 
workforce. 
The G7 leaders supported the development of global network of experts, 
including their trainings, and committed to work together to implement IHR 
core capacities in 100 LMICs until 2027, echoing the 2022 commitment at 
G7 Germany. To achieve UHC and health security, G7 Japan also announced 
the launch of the Impact Investment Initiative for Global Health,30 in 
time for the United Nations’ three High-Level Meetings (HLM) on UHC, 
tuberculosis, and pandemic preparedness and response. This initiative 
prioritises investment in impactful initiatives and capacity building in the 
Global South for non-communicable and communicable diseases, PPR, and 
to “restore of essential health services to better than pre-pandemic level”.31 
Emerging Consensus for WHO and Partners’ Roadmap for 
Public Health Workforce"|data_input/OrfPathHealth/InvestingInPublicHealthWorkforce.pdf|4|529770bb53184afba32ffa3ad3fa81f1
"Emerging Consensus for WHO and Partners’ Roadmap for 
Public Health Workforce
The public health momentum from the G20 and the G7 processes enabled 
renewed dialogue on public health, the 12 essential public health functions 
that are typically prevalent across all countries, and the public health 
workforce required to deliver these functions. Building on the political call 
for action during Italy’s G20 presidency and resolutions adopted in the 
World Health Assembly,32,33,34,35 WHO convened and worked with its partners 
to jointly develop and launch a roadmap and an action plan36 on national 
public health workforce capacity to deliver all EPHFs, including emergency 
preparedness and response. The public health workforce encompasses core 
public health personnel and professionals, health and care workers who 
perform at least one of the essential public health functions, and all"|data_input/OrfPathHealth/InvestingInPublicHealthWorkforce.pdf|4|54fad894a7294d1c9d84ce0c7cc9d868
"165Investing in the Public Health Workforceoccupations outside of the health sector that contribute to public health 
(e.g., water, sanitation, social determinants).37,38 
Global partners on the roadmap and action plan have jointly developed 
reference documents and tools for countries of all income classifications to 
assess their public health workforce against the standard EPHF and their 
individual public health priorities.39 T h e  a s s e s s m e n t  i s  u n d e r p i n n e d  b y  a  
whole-of-government and whole-of-society approach that involves national 
stakeholders and existing national and global networks of partners of the 
roadmap, including associations, institutions, and schools of public health. 
This country-based assessment will ultimately guide policy improvement 
and address gaps in national public health workforce planning, delivery, 
and competency-based education curricula in order to bolster national 
workforce capacity and readiness for all current and future public health 
needs.
The above tools are timely additions to support national assessments and 
benchmarking. The G20 support to invest in preparedness and national 
capacity contributed to the launch of the World Bank’s Pandemic Fund in 
November 2022.  In its first call for submissions, strengthening human 
resources to help countries prevent, prepare for, and respond to health 
emergencies was highlighted as a priority.40 This indicates an opportunity"|data_input/OrfPathHealth/InvestingInPublicHealthWorkforce.pdf|5|d0f37eee53de40eb86a850883db49084
"resources to help countries prevent, prepare for, and respond to health 
emergencies was highlighted as a priority.40 This indicates an opportunity 
to prioritise sustainable public health workforce capacity in LMICs.
The roadmap also assists in alignment with the ongoing governance 
processes of IHR 2005 amendments and negotiations on a global pandemic 
accord, the Intergovernmental Negotiating Body (INB) on a new WHO 
convention, agreement, or other international instruments on PPR (WHO 
CA+).f
f Under the governance part of HEPR, it contains the ongoing Intergovernmental Negotiating 
Body on new WHO convention, agreement, or other international instrument on PPR (WHO 
CA+) and International Health Regulation amendments."|data_input/OrfPathHealth/InvestingInPublicHealthWorkforce.pdf|5|5b43a574fd4f40b5a10d4d9081c9448a
